objectid,parentid,admin_notes,title,creator,date,description,focused_movement,subject,people,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,WORKSPACE1,WORKSPACE2,WORKSPACE3,object_location,image_small,image_thumb,image_alt_text,,temp1,temp2,temp3
dg_1742505279,,,Playboy Magazine Is A Money-Changer in the Temple of the Body,Molly Malcom,1969-02-05,Statement against playboy,Playboy Nude-in,Feminism;Activist Reflections,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742505279.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742505279.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742505279.jpg,,,,,
dg_1745010084,,Sensitive,Nude-In Demostration - Playmeat of the Month,,1969-02-05,Photo of the Nude-in demostration,Playboy Nude-in,Feminism;,,The Forum,41.747258426624576,-92.72019799,Grinnell College,,,,,,,image,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745010084.tif,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745010084.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745010084.jpg,,,,,
dg_1745010246,,Sensitive?,Playboy Nude In,Henry Wilhelm,1969-02-05,Photo of the Nude-in demostration,Playboy Nude-in,,,The Forum,41.747258426624576,-92.72019799,Grinnell College,,,,,,,image,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1744596219.tif,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1744596219.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1744596219.jpg,,,,,
dg_1742505327,,,Protest: A take off,Washington Post,1969-06-20,Clipping from the Washington Post about Kit Leder explaining the nude-in,Playboy Nude-in,Feminism;Activist Reflections;News Coverage,,,,,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742505279.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742505279.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742505279.jpg,,,,,
dg_1742505615,,,Grinnell 14 at the Russian Embassy,Associated Press,1961-11-28,Grinnell 14 shake hands with Russian Embassy officials ,Grinnell 14 ,Anti-nuclear protests,,,,,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742505615.tif,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742505615.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742505615.jpg,,,,,
dg_1742506284,,Should I seperate out each one? ,Grinnell 14 Washington D.C Bulletins,,1961,Bulletins from the Grinnell 14 back to the Grinnell Population to inform them of their activities,Grinnell 14 ,Anti-nuclear protests;Activist Reflections,,,,,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742506284.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742506284.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742506284.jpg,,,,,
dg_1742844062,,,Grinnell in South Africa On Divestment,Grinnell College South African Support Group,?,11 page phamlet about why the college should divest from South Africa,Divestment Takeover,Disinvestment--South Africa;Outreach,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742844062.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742844062.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742844062.jpg,,,,,
dg_1742844533,,,Proposal for an Amendment to the 1985 Divestment Resolution: Arguing for a South Africa-Free Portfolio,"Students to End Apartheid, Grinnell College",1988-05-05,27 page proposal,Divestment Takeover,Disinvestment--South Africa;Outreach,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742844533.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742844533.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742844533.jpg,,,,,
dg_1742844534,,,New Divestment Policy for Grinnell College,,1988-05-06,Submitted policy,Divestment Takeover,Disinvestment--South Africa;College's Response,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742844534.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742844534.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742844534.jpg,,,,,
dg_1742847186,,,March to Washington - What to Bring,,,,Anti-Vietnam war,Anti-Vietnam war activists;,,"Washington, DC",38.897823420422824,-77.03514156634232,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742847186.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742847186.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742847186.jpg,,,,,
dg_1742847307,,,"Letter from Glenn Leggett about ""the flag pole incident""",,1969-04-25,,Anti-Vietnam war,Anti-Vietnam war activists;letter;Flagpole Incident;College's Response,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742847307.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742847307.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742847307.jpg,,,,,
dg_1742847467,,,Candlelight Parade,,1969-10-15,,Anti-Vietnam war,Anti-Vietnam war activists;Moratorium,,"Central Park, Grinnell IA",41.7425177801849,-92.72323318621338,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742847467.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742847467.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742847467.jpg,,,,,
dg_1743111402,1,,Human Resource Center/Gay Resource Center Year-End Report,2017 Accretion F-O,1986-08-07,Annual report about students' use of Gay Resource Center,LGBTQ,,,Human Gay Resource Center,,,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1743111402.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1743111402.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1743111402.jpg,,,,,
dg_1743182580,,,"Gay Community Entry in ""GO!"" ",,1980,Booklet given to New Students in 1980's. Includes information on the Gay Community in Grinnell,LGBTQ,LGBTQ;Outreach,,,,,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1743182580.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1743182580.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1743182580.jpg,,,,,
dg_1743182979,,,GO! 1986,,1986,Mentions LGBTQ life on campus AND South Africa political group,LGBTQ;Divestment Takeover,,,,,,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1743182979.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1743182979.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1743182979.jpg,,,,,
dg_1743704533,BS_1,,Transcript of Closing the College: A Journal,Bev Schnabel '72,1970-05-05,Journal entries discussing the activities Bev and other students participated in after the shooting at Kent,Anti-Vietnam war,Anti-Vietnam war activists; diary,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1743704533.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1743704533.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1743704533.jpg,,,,,
dg_1743989880,,,YWCA Members To Hear Wright At Cornell Conf.,Scarlet & Black,1945-11-09,"Race Relations conference attended by the YWCA cabinet at Cornell College, concerns including Nisei",Nisei,Nisei Program,Phyllis Kistler,Cornell College,,,Grinnell College,,Text; newspaper,application/pdf,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1743989880.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1743989880.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1743989880.jpg,,,,,
dg_1743990194,,,Faculty Hits Recent Iowa Senate Actions,Scarlet & Black,1945-03-22,Grinnell College Faculty expressed objection to recent action of the Iowa Senate to use their efforts to return to the Relocation camps Japanese Americans attending colleges and universities,Nisei,Nisei Program,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,Text; newspaper,application/pdf,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1743990194.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1743990194.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1743990194.jpg,,,,,
dg_1744595361,,,Notes for Human Gay Resource Center Program Ideas,,1987-10,Results of monthly survey about students' stress and notes on programing ideas based on answers,LGBTQ,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1744595361.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1744595361.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1744595361.jpg,,,,,
dg_1744595363,,,Human Gay Resource Center evaluation,,,,LGBTQ,,,,,,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1744595361.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1744595361.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1744595361.jpg,,,,,
dg_1744596204,,will need to reupload,Divestment Protest,Grinnell College,1985-05-18,Trustees walk through student protestors advocating for divestment from South Africa,Divestment Takeover,,,,,,Grinnell College,,,,,,,image,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1744596191.tif,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1744596191.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1744596191.jpg,,,,,
dg_1744596219,,will need to reupload,Protest for Gay Resource Center,,1980,,LGBTQ,,,,,,Grinnell College,,,,,,,image,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1744596219.tif,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1744596219.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1744596219.jpg,,,,,
dg_1744596589,,,RG-AC-S1 evaluation,,1989-04-14,Human Gay Resource Center annual evaluation,LGBTQ,,,Human Gay Resource Center,,,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1744596589.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1744596589.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1744596589.jpg,,,,,
dg_1744851627,,,Students call for Gay Resource Center,Scarlet & Black,1986-04-18,A rally at Fell House attended by around 100 Grinnell students demanding for a Gay Resource Center on the college campus,LGBTQ,,,Fell House,,,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1744851627.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1744851627.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1744851627.jpg,,,,,
dg_1744852039,,,Human Resource Center Established,Scarlet & Black,1986-04-25,"Article that reports the establishment of Human Resource Center (gay resource center), planned to be at Younker Memorial Health Center",LGBTQ,,,,,,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1744852039.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1744852039.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1744852039.jpg,,,,,
dg_1744852361,,,Human Resource Center Opens...,Scarlet & Black,1986-10-31,Article that indicates that the Human Resource Center is open at the Younker Health Center,LGBTQ,,,Younker Health Center,,,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1744852289.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1744852289.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1744852289.jpg,,,,,
dg_1744852711,,,"Lesbians, gays branch out in alliance",Scarlet & Black,1988-09-02,Article that introduces activities and events that Grinnell Gay Alliance and organizes,LGBTQ,,,"Rock Creek, Washington D.C., Human/Gay Resource Center",,,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1744852711.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1744852711.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1744852711.jpg,,,,,
dg_1744853152,,,"Peace Day to feature speakers, entertainment",Scarlet & Black,1984-04-20,Grinnell College Gay Community organizing talks by Mary Jane Constant and Matthew Adams on Peace Day,LGBTQ,,,central campus,,,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1744853152.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1744853152.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1744853152.jpg,,,,,
grinnell_12919,,,Students in Forum,"McMullin, Roger",1969,Three African American students sit in the Forum. ,Civil Rights,Life at Grinnell for Black Students,,The Forum,41.747258426624576,-92.72019799,Grinnell College,grinnell:12919,Image;StillImage,image/tiff,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,image,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-12919.tiff,https://dgobjects.blob.core.windows.net/smalls/grinnell-12919_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/grinnell-12919_TN.jpg,,,,,
grinnell_34465,,,Student Life,,1972,"Russell McGregor, class of 1973.McGregor was active in CBS and was head of the CBS Black Library Committee. As such, he played a role in ensuring that the demands expressed at the Burling Takeover were acted on in the following years. He was also voted as the Student Government Association (SGA) President 1972.",Civil Rights,Life at Grinnell for Black Students;Concerned Black Students (CBS),Russell N. McGregor '73,Grinnell College,41.74941147862436,-92.72214762622764,Grinnell College,grinnell:34465,Image;StillImage,image/tiff,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,image,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-34465.tiff,https://dgobjects.blob.core.windows.net/smalls/grinnell-34465_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/grinnell-34465_TN.jpg,,,,,
grinnell_4977,,,Speakeasy,Concerned Black Students,1972-11-02,"An invitation from CBS to a Speakeasy at the Forum. According to the invite, the form of the Speakeasy was adapted from revolutionary China, and created a space where oppressed people could communicate their feelings without the privileged group interjecting. The goal of the event was to allow black and white students to discuss the racial climate of Grinnell College at the time.",Civil Rights,Concerned Black Students (CBS);Life at Grinnell for Black Students,,The Forum,41.747258426624576,-92.72019799,Grinnell College,grinnell:4977,Ephemera;text,text/tiff,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,image,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-4977.tiff,https://dgobjects.blob.core.windows.net/smalls/grinnell-4977_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/grinnell-4977_TN.jpg,,,,,
grinnell:220,,,Grinnell 14 at Burling Library,,1961,"Fourteen Grinnell students, including actor Peter Coyote, drove to Washington, D.C. to protest the arms race in fall of 1961. The students left for Washington on November 13, 1961.",Grinnell 14 ,"Burling Library (Grinnell, Iowa); Protests; Arms race; History",,Burling Library,41.746718787662246,-92.72028416032282,Grinnell College Libraries. Archives,grinnell:220,Photograph,image/jpg,,,,image,,,,,,,,,,,
grinnell:31964,,,Anti-Vietnam War Fast,"McMullin, Roger",1972-04-19,Students participating in an anti-Vietnam War fast in Herrick Chapel.,Anti-Vietnam war,"Vietnam War, Herrick Chapel, protest",,Herrick Chapel,41.747721370945534,-92.72154507457124,Grinnell College Libraries. Archives,grinnell:31964,Photograph,image/tiff,,,,image,,,,,,,,,,,
p_AJ_1,,,Ann-Janine (AJ) Morey '73 Collection,Ann-Janine (AJ) Morey '73 Writings,1970,"Ann-Janine (AJ) Morey was a resident of Liberty Missouri and the daughter of a minister. During her years at Grinnell, she experienced a wide-array of counter-cultural activities and activism. The events at Kent State and beyond inspired her, and she embarked on a campaign of letter writing and other outreach activities. Here are a sampling of her writings and the letters she received back.  ",Anti-Vietnam war,Anti-Vietnam war activists; Letter; Public Response,Ann-Janine (AJ) Morey '73,,,,Grinnell College,,,,,,,compound_object,,,,,,,,,,,
p_AJ_2,,,Anti-War Brochures from Business Excutives Move For Vietnam Peace,Business Excutives Move For Vietnam Peace,,"Ann-Janine (AJ) Morey '73, requested materials from BEM to use in their door-to-door campaigning efforts. ",Anti-Vietnam war,Anti-Vietnam war activists; Brochure; Outreach,,,,,Grinnell College,,,,,,,compound_object,,,,,,,,,,,
p_FBI_2,,,FBI Files On The Grinnell Anti-War Protests,Federal Bureau of investigation (FBI),,"The FBI investigated students groups around the country as the conservative government saw them as potential threats to national security. The files related to their investigations were released to a Freedom of Information Act (FOIA) request. While much of the material is redacted, these files contained intellegence, newspaper clippings, and other records of activist events. These are only a small selection of the documents concerning the Anti-War movement at Grinnell College. ",Anti-Vietnam war,Government Response; Anti-Vietnam war activists,,,,,Grinnell College,,,,,,,compound_object,,,,,,,,,,,
p_FBI_3,,,FBI Files On The Grinnell 14 ,Federal Bureau of investigation (FBI),,"The FBI investigated students groups around the country as the conservative government saw them as potential threats to national security. The files related to their investigations were released to a Freedom of Information Act (FOIA) request. While much of the material is redacted, these files contained intellegence, newspaper clippings, and other records of activist events. ",Grinnell 14 ,Government Response;,,,,,Grinnell College,,,,,,,compound_object,,,,,,,,,,,
dg_1745008988,,,Glenn Leggett Form Letter about the Playboy incident,Glenn Leggett,1969-02,"An unaddressed form letter, presumable to send as a response to letters recieved about the Playboy Incident, initalled by GL (Glen Leggett). Attached is a editorial from the Des Moines Tribune.",Playboy Nude-in,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745008988.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745008988.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745008988.jpg,,,,,
dg_1745009662,,,East Street Gallery Release on Wilhelm v. Grinnell,East Street Gallery,1971-01-22,"This press release annouces that photographer Henry Wilhelm filed a suit against Grinnell College for libel. Wilhelm claims that the college purposefully and falsely accused him of organizing the Nude-In in reports to the media. Wilhelm photographed the event, but was erronously attributied as organizing the event by the student-run radio station KDIC, which was then repeated in other news stories.",Playboy Nude-in,,,,,,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745009662.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745009662.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745009662.jpg,,,,,
dg_1745009823,,,Leggett Statement re eight students involved in disrobing incident,Glenn Leggett,1969-05-20,"The brief statement presents the position that the students involved in the protest would face enough punishment in the courts, and would remain Grinnell College students. ",Playboy Nude-in,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745009823.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745009823.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745009823.jpg,,,,,
dg_1745011597,,,Grinnell Magazine: Grinnell 14,Grinnell Magazine,,,Grinnell 14,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745011597.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745011597.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745011597.jpg,,,,,
dg_1745012697,,,SASG Rallies Support,Grinnell College Yearbook 1982,1982,Articles and photos depicting the Divestment events on campus. Page 54-55,Divestment Takeover,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745011597.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745011597.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745011597.jpg,,,,,
dg_1745934752,,,"S&B: ""S. Africa group presents trusteees with petition""",Scarlet & Black; Marci Mann,1981-02-13,This article discusses the proposal the South African Support Group presented the Trustees.,Divestment Takeover,,,Grinnell College,,,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745934752.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745934752.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745934752.jpg,,,,,
dg_1745935045,,,"S&B: ""South African Divesture: Does Grinnell fit it?""",Scarlet & Black; Anne Bordonaro,1981-05-08,,Divestment Takeover,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745935045.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745935045.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745935045.jpg,,,,,
dg_1745936840,,,"S&B: ""An insider's view of South Africa The Divestment Question",Scarlet & Black; Rutendo Mantiziba,1981-10-2,,Divestment Takeover,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745936840.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745936840.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745936840.jpg,,,,,
dg_1745936940,,,"S&B: ""Divestment is the proper way to go""",Scarlet & Black; Chris Lehmann,1981-10-30,,Divestment Takeover,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745936940.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745936940.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745936940.jpg,,,,,
dg_1745937076,,,"S&B: ""Letters from London: The Apartheid question""",Scarlet & Black; Barb Ritter,1981-11-06,,Divestment Takeover,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745937076.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745937076.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745937076.jpg,,,,,
dg_1745937362,,,"S&B: ""SAS Demostration Tomorrow""",Scarlet & Black,1982-02-05,,Divestment Takeover,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745937362.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745937362.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745937362.jpg,,,,,
dg_1745937376,,,"S&B: ""Divest to maintain Grinnell's Morals",Scarlet & Black,1982-02-05,,Divestment Takeover,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745937376.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745937376.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745937376.jpg,,,,,
dg_1745937487,,,"S&B: ""Demostrators march on Grinnell House: Estimated 200 Participate"", ""Trustees discuss tenure, divestment, budget: Maytag impressed by lack of violence at demonstration""",Scarlet & Black,1982-02-12,,Divestment Takeover,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745937487.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745937487.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745937487.jpg,,,,,
dg_1745937623,,Need better scan,"S&B: ""'Divest' +'But x, y, and z' ≠ Dialogue"" ",Scarlet & Black; Joel Robbins,1982-02-19,,Divestment Takeover,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745937623.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745937623.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745937623.jpg,,,,,
dg_1745938046,,,"S&B: ""The South Africa Support Group tries again""; ""Joint Board asks Frazer to resign one of her positions: SGA votes on letter to Frazer and divestment""; ""Updating divestment"" ",Scarlet & Black; Michael Alexander,1982-05-07,Talks about how the movement had been going on since 1973,Divestment Takeover,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745938046.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745938046.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745938046.jpg,,,,,
dg_1745938239,,picture,"S&B: ""Students cull Trustee opinion: Trustees consider SASG compromise, new chairman""",Scarlet & Black; Michael Alexander,,,Divestment Takeover,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745938239.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745938239.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745938239.jpg,,,,,
dg_1745938410,,double page article - may need to format differently,"S&B: Important day for SASG efforts""",Scarlet & Black; Jim Hunter,1982-11-05,,Divestment Takeover,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745938410.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745938410.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745938410.jpg,,,,,
